data_point,region,vac_interval_group,age_group,vaccine,vac_count
2022.08.B_16-09-2022,Московская область,105_165_days,20-29,AllVaccines,18838
2022.08.B_16-09-2022,Московская область,105_165_days,20-29,CoviVac,182
2022.08.B_16-09-2022,Московская область,105_165_days,20-29,EpiVacCorona,573
2022.08.B_16-09-2022,Московская область,105_165_days,20-29,SputnikLite,6230
2022.08.B_16-09-2022,Московская область,105_165_days,20-29,SputnikV,11853
2022.08.B_16-09-2022,Московская область,105_165_days,30-39,AllVaccines,30062
2022.08.B_16-09-2022,Московская область,105_165_days,30-39,CoviVac,279
2022.08.B_16-09-2022,Московская область,105_165_days,30-39,EpiVacCorona,906
2022.08.B_16-09-2022,Московская область,105_165_days,30-39,SputnikLite,10364
2022.08.B_16-09-2022,Московская область,105_165_days,30-39,SputnikV,18513
2022.08.B_16-09-2022,Московская область,105_165_days,40-49,AllVaccines,27080
2022.08.B_16-09-2022,Московская область,105_165_days,40-49,CoviVac,348
2022.08.B_16-09-2022,Московская область,105_165_days,40-49,EpiVacCorona,741
2022.08.B_16-09-2022,Московская область,105_165_days,40-49,SputnikLite,10422
2022.08.B_16-09-2022,Московская область,105_165_days,40-49,SputnikV,15569
2022.08.B_16-09-2022,Московская область,105_165_days,50-59,AllVaccines,22713
2022.08.B_16-09-2022,Московская область,105_165_days,50-59,CoviVac,325
2022.08.B_16-09-2022,Московская область,105_165_days,50-59,EpiVacCorona,677
2022.08.B_16-09-2022,Московская область,105_165_days,50-59,SputnikLite,9756
2022.08.B_16-09-2022,Московская область,105_165_days,50-59,SputnikV,11955
2022.08.B_16-09-2022,Московская область,105_165_days,60-69,AllVaccines,25142
2022.08.B_16-09-2022,Московская область,105_165_days,60-69,CoviVac,216
2022.08.B_16-09-2022,Московская область,105_165_days,60-69,EpiVacCorona,1032
2022.08.B_16-09-2022,Московская область,105_165_days,60-69,SputnikLite,12003
2022.08.B_16-09-2022,Московская область,105_165_days,60-69,SputnikV,11891
2022.08.B_16-09-2022,Московская область,105_165_days,70-79,AllVaccines,15071
2022.08.B_16-09-2022,Московская область,105_165_days,70-79,CoviVac,88
2022.08.B_16-09-2022,Московская область,105_165_days,70-79,EpiVacCorona,639
2022.08.B_16-09-2022,Московская область,105_165_days,70-79,SputnikLite,8094
2022.08.B_16-09-2022,Московская область,105_165_days,70-79,SputnikV,6250
2022.08.B_16-09-2022,Московская область,105_165_days,80+,AllVaccines,7010
2022.08.B_16-09-2022,Московская область,105_165_days,80+,CoviVac,31
2022.08.B_16-09-2022,Московская область,105_165_days,80+,EpiVacCorona,603
2022.08.B_16-09-2022,Московская область,105_165_days,80+,SputnikLite,3476
2022.08.B_16-09-2022,Московская область,105_165_days,80+,SputnikV,2900
2022.08.B_16-09-2022,Московская область,165_195_days,20-29,AllVaccines,28100
2022.08.B_16-09-2022,Московская область,165_195_days,20-29,CoviVac,246
2022.08.B_16-09-2022,Московская область,165_195_days,20-29,EpiVacCorona,455
2022.08.B_16-09-2022,Московская область,165_195_days,20-29,SputnikLite,11211
2022.08.B_16-09-2022,Московская область,165_195_days,20-29,SputnikV,16188
2022.08.B_16-09-2022,Московская область,165_195_days,30-39,AllVaccines,47271
2022.08.B_16-09-2022,Московская область,165_195_days,30-39,CoviVac,486
2022.08.B_16-09-2022,Московская область,165_195_days,30-39,EpiVacCorona,763
2022.08.B_16-09-2022,Московская область,165_195_days,30-39,SputnikLite,18469
2022.08.B_16-09-2022,Московская область,165_195_days,30-39,SputnikV,27553
2022.08.B_16-09-2022,Московская область,165_195_days,40-49,AllVaccines,44390
2022.08.B_16-09-2022,Московская область,165_195_days,40-49,CoviVac,525
2022.08.B_16-09-2022,Московская область,165_195_days,40-49,EpiVacCorona,760
2022.08.B_16-09-2022,Московская область,165_195_days,40-49,SputnikLite,20198
2022.08.B_16-09-2022,Московская область,165_195_days,40-49,SputnikV,22907
2022.08.B_16-09-2022,Московская область,165_195_days,50-59,AllVaccines,37571
2022.08.B_16-09-2022,Московская область,165_195_days,50-59,CoviVac,446
2022.08.B_16-09-2022,Московская область,165_195_days,50-59,EpiVacCorona,689
2022.08.B_16-09-2022,Московская область,165_195_days,50-59,SputnikLite,19229
2022.08.B_16-09-2022,Московская область,165_195_days,50-59,SputnikV,17207
2022.08.B_16-09-2022,Московская область,165_195_days,60-69,AllVaccines,38550
2022.08.B_16-09-2022,Московская область,165_195_days,60-69,CoviVac,327
2022.08.B_16-09-2022,Московская область,165_195_days,60-69,EpiVacCorona,818
2022.08.B_16-09-2022,Московская область,165_195_days,60-69,SputnikLite,19857
2022.08.B_16-09-2022,Московская область,165_195_days,60-69,SputnikV,17548
2022.08.B_16-09-2022,Московская область,165_195_days,70-79,AllVaccines,17086
2022.08.B_16-09-2022,Московская область,165_195_days,70-79,CoviVac,140
2022.08.B_16-09-2022,Московская область,165_195_days,70-79,EpiVacCorona,434
2022.08.B_16-09-2022,Московская область,165_195_days,70-79,SputnikLite,9025
2022.08.B_16-09-2022,Московская область,165_195_days,70-79,SputnikV,7487
2022.08.B_16-09-2022,Московская область,165_195_days,80+,AllVaccines,6227
2022.08.B_16-09-2022,Московская область,165_195_days,80+,CoviVac,40
2022.08.B_16-09-2022,Московская область,165_195_days,80+,EpiVacCorona,257
2022.08.B_16-09-2022,Московская область,165_195_days,80+,SputnikLite,3109
2022.08.B_16-09-2022,Московская область,165_195_days,80+,SputnikV,2821
2022.08.B_16-09-2022,Московская область,21_45_days,20-29,AllVaccines,5379
2022.08.B_16-09-2022,Московская область,21_45_days,20-29,CoviVac,11
2022.08.B_16-09-2022,Московская область,21_45_days,20-29,EpiVacCorona,218
2022.08.B_16-09-2022,Московская область,21_45_days,20-29,SputnikLite,1203
2022.08.B_16-09-2022,Московская область,21_45_days,20-29,SputnikV,3947
2022.08.B_16-09-2022,Московская область,21_45_days,30-39,AllVaccines,9460
2022.08.B_16-09-2022,Московская область,21_45_days,30-39,CoviVac,24
2022.08.B_16-09-2022,Московская область,21_45_days,30-39,EpiVacCorona,306
2022.08.B_16-09-2022,Московская область,21_45_days,30-39,SputnikLite,2198
2022.08.B_16-09-2022,Московская область,21_45_days,30-39,SputnikV,6932
2022.08.B_16-09-2022,Московская область,21_45_days,40-49,AllVaccines,9326
2022.08.B_16-09-2022,Московская область,21_45_days,40-49,CoviVac,39
2022.08.B_16-09-2022,Московская область,21_45_days,40-49,EpiVacCorona,260
2022.08.B_16-09-2022,Московская область,21_45_days,40-49,SputnikLite,2221
2022.08.B_16-09-2022,Московская область,21_45_days,40-49,SputnikV,6806
2022.08.B_16-09-2022,Московская область,21_45_days,50-59,AllVaccines,7500
2022.08.B_16-09-2022,Московская область,21_45_days,50-59,CoviVac,36
2022.08.B_16-09-2022,Московская область,21_45_days,50-59,EpiVacCorona,221
2022.08.B_16-09-2022,Московская область,21_45_days,50-59,SputnikLite,1884
2022.08.B_16-09-2022,Московская область,21_45_days,50-59,SputnikV,5359
2022.08.B_16-09-2022,Московская область,21_45_days,60-69,AllVaccines,5705
2022.08.B_16-09-2022,Московская область,21_45_days,60-69,CoviVac,13
2022.08.B_16-09-2022,Московская область,21_45_days,60-69,EpiVacCorona,255
2022.08.B_16-09-2022,Московская область,21_45_days,60-69,SputnikLite,1493
2022.08.B_16-09-2022,Московская область,21_45_days,60-69,SputnikV,3944
2022.08.B_16-09-2022,Московская область,21_45_days,70-79,AllVaccines,3548
2022.08.B_16-09-2022,Московская область,21_45_days,70-79,CoviVac,5
2022.08.B_16-09-2022,Московская область,21_45_days,70-79,EpiVacCorona,195
2022.08.B_16-09-2022,Московская область,21_45_days,70-79,SputnikLite,849
2022.08.B_16-09-2022,Московская область,21_45_days,70-79,SputnikV,2499
2022.08.B_16-09-2022,Московская область,21_45_days,80+,AllVaccines,1520
2022.08.B_16-09-2022,Московская область,21_45_days,80+,EpiVacCorona,170
2022.08.B_16-09-2022,Московская область,21_45_days,80+,SputnikLite,296
2022.08.B_16-09-2022,Московская область,21_45_days,80+,SputnikV,1054
2022.08.B_16-09-2022,Московская область,45_75_days,20-29,AllVaccines,6832
2022.08.B_16-09-2022,Московская область,45_75_days,20-29,CoviVac,73
2022.08.B_16-09-2022,Московская область,45_75_days,20-29,EpiVacCorona,488
2022.08.B_16-09-2022,Московская область,45_75_days,20-29,SputnikLite,1488
2022.08.B_16-09-2022,Московская область,45_75_days,20-29,SputnikV,4783
2022.08.B_16-09-2022,Московская область,45_75_days,30-39,AllVaccines,11885
2022.08.B_16-09-2022,Московская область,45_75_days,30-39,CoviVac,124
2022.08.B_16-09-2022,Московская область,45_75_days,30-39,EpiVacCorona,839
2022.08.B_16-09-2022,Московская область,45_75_days,30-39,SputnikLite,2592
2022.08.B_16-09-2022,Московская область,45_75_days,30-39,SputnikV,8330
2022.08.B_16-09-2022,Московская область,45_75_days,40-49,AllVaccines,12213
2022.08.B_16-09-2022,Московская область,45_75_days,40-49,CoviVac,111
2022.08.B_16-09-2022,Московская область,45_75_days,40-49,EpiVacCorona,907
2022.08.B_16-09-2022,Московская область,45_75_days,40-49,SputnikLite,2738
2022.08.B_16-09-2022,Московская область,45_75_days,40-49,SputnikV,8457
2022.08.B_16-09-2022,Московская область,45_75_days,50-59,AllVaccines,9718
2022.08.B_16-09-2022,Московская область,45_75_days,50-59,CoviVac,96
2022.08.B_16-09-2022,Московская область,45_75_days,50-59,EpiVacCorona,840
2022.08.B_16-09-2022,Московская область,45_75_days,50-59,SputnikLite,2168
2022.08.B_16-09-2022,Московская область,45_75_days,50-59,SputnikV,6614
2022.08.B_16-09-2022,Московская область,45_75_days,60-69,AllVaccines,9194
2022.08.B_16-09-2022,Московская область,45_75_days,60-69,CoviVac,72
2022.08.B_16-09-2022,Московская область,45_75_days,60-69,EpiVacCorona,907
